rxns,pgi1,pgi2,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3
URIt2pp_copy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URItex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USHD,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00540365,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.0039587,0.00393361
UAGCVT,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823257,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
VALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAGDP,0.04920554,0.04142606,0.04949339,0.04388712,0.05083773,0.04727244,0.04858988,0.03787158,0.05370615,0.03979485,0.05859352,0.06216682,0.06460747,0.06397394,0.0336883,0.03466309,0.03448408
RFAMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAGPT3,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823256,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
UAMAGS,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823256,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
UAMAS,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823256,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
VALTRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFAMPtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAMTr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAPGR,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823256,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
UDCPDP,0.01898988,0.01598757,0.01910097,0.01693735,0.0196198,0.01823222,0.01875226,0.01461576,0.0207268,0.01535801,0.02261294,0.02399179,0.02493395,0.02468944,0.01300132,0.01337298,0.01330844
UDCPDPS,0.00003787,0.0000319,0.0000381,0.00003378,0.00003913,0.000036,0.0000373,0.0000291,0.00004134,0.0000306,0.0000449,0.00004765,0.0000497,0.0000492,0.00002593,0.0000268,0.00002654
X5PL3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHAT1,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00538904,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.00395264,0.00393361
XAND,0,0,0.00000014,0.00000017,0,0.00016227,0,0,-0.00000004,-0.00000003,0,0,-0.00000006,-0.00000007,0,0.00002817,0
XANt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDCPDPpp,0,0,0,0,0,0.00000035,0,0,0,0,0,0.0000002,0,0,0,-0.00000013,0
UDCPPtppi,0,-0.00000001,0,0,0,0.00000035,0,0,0,0,0,0.0000002,0,0,0,-0.00000013,0
RHCCE,0.00092269,0.00077686,0.00092814,0.00123211,0.00095329,0.0008862,0.00090943,3.19510541,0.21327928,2.79853328,0.00109581,0.00116468,0.00121157,0.00119969,0.00063141,0.00064938,0.00064659
UDPACGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPG4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGALM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGALPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPPT,0,0,0,0,0,0,0.00163825,0,0,0,0,0,0.02621471,0,0,0.04595151,0
XTSNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTSNt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTSNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLI2,0,0,0,0,0,0,0,0,0,0.49141419,0,0,0,0,0,0,0
RIBabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGLCURtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLUt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPKAAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZN2abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGLCURPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZN2t3pp,0,0,0,0,0,0,-0.00000064,0,0,0,0,0,0,0,0,0.00000002,0
ZN2tpp,0.00022311,0.00018784,0.00022442,0.000199,0.00023051,0.0002141,0.00021968,0.00017172,0.00024352,0.00018044,0.00026568,0.00028188,0.00029295,0.00029007,0.00015275,0.00015712,0.00015636
ZNabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zn2tex,0.00022311,0.00018784,0.00022442,0.000199,0.00023051,0.0002141,0.00022032,0.00017172,0.00024352,0.00018044,0.00026568,0.00028188,0.00029295,0.00029007,0.00015275,0.0001571,0.00015636
UGLYCH,0,0,0.00000014,0.00000017,0,0.00016227,0,0,-0.00000004,-0.00000003,0,0,-0.00000006,-0.00000007,0,0.00002817,0
UGMDDS,0.01898988,0.01598755,0.01910097,0.01693735,0.0196198,0.01823257,0.01875236,0.01461581,0.0207268,0.01535804,0.02261314,0.02399199,0.02493395,0.02468948,0.01300132,0.01337285,0.01330844
UHGADA,0.01122577,0.00945096,0.01129144,0.01001242,0.01159814,0.01080731,0.01108536,0.00864006,0.01225254,0.00907883,0.01336764,0.01418284,0.01473957,0.01459506,0.00768566,0.0079174,0.00786721
ULA4NFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULA4Ntppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM3PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM4PCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM4PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMPK,0.24518208,0.20641907,0.24661639,0.21965133,0.25361693,0.23529847,0.25899528,0.18870751,0.26760783,0.19829062,0.29196244,0.30976513,0.32192709,0.3187707,0.16786321,0.17264478,0.17182779
UMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPLA4FNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMNtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPLA4FNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPP3MT,0.00015356,0.00012928,0.00015446,0.00013696,0.00015865,0.00014735,0.00015164,0.00011819,0.00016761,0.00012419,0.00018286,0.00019401,0.00020163,0.00019965,0.00010513,0.00010814,0.00010762
UPP3S,0.00046068,0.00045249,0.00054061,0.00047937,0.00047596,0.00051599,0.0005294,0.00041293,0.00058662,0.00043467,0.00063775,0.00067819,0.00070569,0.00069878,0.00036797,0.00037849,0.00032285
RMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPDC1,0.00030712,0.00032321,0.00038615,0.00034241,0.00031731,0.00036864,0.00037776,0.00029474,0.00041901,0.00031048,0.00045489,0.00048418,0.00050407,0.00049913,0.00026284,0.00027035,0.00021524
UPPRT,0,0,0,0.00045556,0.00025472,0,0.01688002,0,0,0,0,0,0,0,0,0,0
RNDR1,0,0,0,0,0,0,0.00758508,0,0,0,0,0,0,0,0,0,0
URACPAH,0,-0.00000063,-0.00000003,-0.00000001,0,0.00011142,0,0,0,-0.00000002,0,0,-0.00000004,-0.00000005,0,0.00001927,0
URAt2pp_copy1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAt2pp_copy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR2,0.01763676,0.01484841,0.01773993,0.01573536,0.01822179,0.01692421,0.01743746,0,0,0,0,0,0,0,0,0,0
URDGLYCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UREAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UREAtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR3,0.01763676,0.01484841,0.01773993,0.01759223,0.01822179,0.01692421,0.00859978,0,0,0,0,0,0,0,0,0,0
RNDR3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR4,0.01708105,0.01438056,0.01718097,0.0133682,0.01764764,0.01639095,0.00066124,0,0,0,0,0,0,0,0,0,0
RNDR4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNTR1c2,0.01708105,0.01438056,0.01718097,0.01523483,0.01764764,0.01639095,0.0168674,0.01314665,0.01864338,0.01381427,0.0203401,0.10471991,0.04092257,0.09849206,0.0116945,0.0120272,0.01197069
RNTR2c2,0,0,0,0,0,0,0,0.01357436,0.01924992,0.0142637,0.02100184,0.02228244,0.02315728,0.02293024,0.01207497,0.01241849,0.01236014
RNTR3c2,0,0,0,0,0,0,0.01741616,0.01357436,0.01924992,0.01996564,0.02100184,0.02228244,0.02315728,0.02293024,0.01207497,0.01241849,0.01236014
EX_co2_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cobalt2_e_b,0.00001653,0.00001391,0.00001662,0.00001474,0.00001707,0.00001586,0.00001632,0.00001272,0.00001804,0.00001337,0.00001968,0.00002088,0.0000217,0.00002149,0.00001131,0.00001164,0.00001158
EX_glc__D_e_b,7.28227081,7.02,8.99,7,8.11,7.08195845,7.97169798,14.13,9.81,15.51,9.94,13.17440051,14.21,14.35,9.48,8.38,9.17
EX_h_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_h2o_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_k_e_b,0.12786857,0.10765274,0.1286166,0.1140478,0.13211009,0.12270198,0.1262692,0.0984157,0.13956416,0.10341352,0.1522658,0.1615503,0.16789301,0.1662469,0.08754492,0.09003527,0.08961248
EX_cu2_e_b,0.00046413,0.00039075,0.00046684,0.00041396,0.00047952,0.00044537,0.00045832,0.00035722,0.00050658,0.00037536,0.00055268,0.00058638,0.0006094,0.00060343,0.00031776,0.0003268,0.00032527
EX_mg2_e_b,0.00568312,0.00478463,0.00571637,0.00506886,0.00587164,0.00545349,0.00561204,0.00437409,0.00620294,0.00459622,0.00676746,0.00718011,0.00746201,0.00738885,0.00389094,0.00400162,0.00398283
EX_mn2_e_b,0.00045311,0.00038147,0.00045576,0.00040413,0.00046814,0.0004348,0.00044744,0.00034874,0.00049455,0.00036645,0.00053956,0.00057246,0.00059494,0.0005891,0.00031022,0.00031904,0.00031755
EX_mobd_e_b,0.00009434,0.00007946,0.00009485,0.0000841,0.00009747,0.00009053,0.00009286,0.00007251,0.00010296,0.0000763,0.0001119,0.00011903,0.00012387,0.00012266,0.0000646,0.00006639,0.00006612
EX_na1_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nh4_e_b,7.23476125,6.09120957,7.27739275,6.4530599,7.47474504,6.94381545,7.14455438,5.56854504,7.89691777,5.85135121,8.61548459,9.14083657,9.49973388,9.40678596,4.95479918,5.09455619,5.07024405
EX_ca2_e_b,0.00341001,0.00287089,0.00342996,0.00304144,0.00352313,0.00327223,0.00336736,0.00262456,0.00372191,0.00275784,0.00406064,0.00430824,0.00447739,0.00443349,0.00233466,0.00240107,0.00238979
EX_cbl1_e_b,0.00015356,0.00012928,0.00015446,0.00013696,0.00015865,0.00014718,0.00015164,0.00011819,0.00016761,0.00012419,0.00018286,0.00019401,0.00020163,0.00019965,0.00010513,0.00010805,0.00010762
EX_ni2_e_b,0.0002114,0.00017798,0.00021264,0.00018855,0.00021842,0.00020286,0.00020876,0.00016271,0.00023074,0.00017097,0.00025174,0.00026709,0.00027758,0.00027485,0.00014474,0.00014885,0.00014816
EX_o2_e_b,13.74334286,11.86428691,13.74569108,12.38484362,16.91776561,12.91669475,14.50834807,10.79568472,14.17356787,9.69969226,15.19865874,12.81049966,14.80600584,12.903998,13.77250669,12.63346914,13.16627079
EX_cl_e_b,0.00341001,0.00287089,0.00342996,0.00304144,0.00352313,0.00327223,0.00336736,0.00262456,0.00372191,0.00275784,0.00406064,0.00430824,0.00447739,0.00443349,0.00233466,0.00240107,0.00238979
EX_pi_e_b,0.6384449,0.53750759,0.64217963,0.56943792,0.65962272,0.61268122,0.63045699,0.4913845,0.6968407,0.51634134,0.76025608,0.80661376,0.83828578,0.83006693,0.43710979,0.44955421,0.4474331
EX_zn2_e_b,0.00022311,0.00018784,0.00022442,0.000199,0.00023051,0.0002141,0.00022032,0.00017172,0.00024352,0.00018044,0.00026568,0.00028188,0.00029295,0.00029007,0.00015275,0.0001571,0.00015636
EX_sel_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12PPDRtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12PPDRtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12PPDStex_b,0,0,0,0.00000433,0,0,0.15938455,0,0,0,0,0,0,0,0,0,0
12PPDStpp_b,0,0,0,0.00000433,0,0,0.15938455,0,0,0,0,0,0,0,0,0,0
EX_slnt_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_so4_e_b,0.17351855,0.1460852,0.17453386,0.15476388,0.1792742,0.16659735,0.17134494,0.13354996,0.18938979,0.14033306,0.20662432,0.21922226,0.22783229,0.22559849,0.1187987,0.12219351,0.12160452
23CAMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CCMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CGMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CUMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23DAPPAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26DAHtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tungs_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34dhpactex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXe2_e_b,0.01069215,0.00906623,0.01083205,0.00960509,0.01104686,0.01033489,0.0106301,0.00828743,0.01175386,0.00870931,0.01282057,0.01360294,0.01413967,0.01400103,0.00737288,0.00758289,0.0074932
3AMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3GMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXe3_e_b,-0.00000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5MTRtex_b,0.00464401,0.00390978,0.00467116,0.00414205,0.00479805,0.00451539,0.00458592,0.00357432,0.00506875,0.00375582,0.00553008,0.00586728,0.00609762,0.00603783,0.00317949,0.00328019,0.0032546
A5PISO_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HPPtex_b,0,-0.00000063,-0.00000003,-0.00000001,0,0.00011142,0,0,0,-0.00000002,0,0,-0.00000004,-0.00000005,0,0.00001927,0
ACACT1r_b,0,-0.00000057,0,0,0,0,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,0,0,0
ACACT2r_b,0,-0.00000057,0,0,0,0,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,0,0,0
ACACT3r_b,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003674,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
ACACT4r_b,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003674,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
ACACT5r_b,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003674,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
ACACT6r_b,0,-0.00000057,-0.00000002,-0.00000001,0,0.00009541,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0.00001544,0
3OAR100_b,0,0,0,0,0,0,0.00000001,0,0,0,0.00000001,0,0,0,0,0.00000001,0
ACACT7r_b,0,-0.00000057,-0.00000002,-0.00000001,0,0.00009541,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0.00001544,0
ACACT8r_b,0.0010332,0,0,0,0.00163361,0,0.0000965,0.00005317,0,0,0.00016295,0.00006124,0,0,0,0,0.00199441
ACACt2pp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR120_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR140_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALD_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558705,0
3OAR160_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR180_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR40_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR60_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR80_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAL1Ptex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGALtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAM1Ptex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKr_b,0,0,0,0.77506963,0,0,0,7.94645674,1.65164435,9.77130831,2.26489548,12.0036468,12.56453245,12.23505787,1.90150091,0.61087939,1.25131736
ACMANAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTtex_b,0,-0.00000006,0,0,0,0,0,0,0,0,0,0,0.00000002,0,-0.00000006,0.000002,0
3UMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACNAMtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD1f_b,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039403,0,0,0,0.00000878,0.01284525
4HOXPACDtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD2f_b,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ACOAD3f_b,0.00665447,0,0,0,0.01052148,0,0.00062149,0.0003418,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ACOAD4f_b,0.00665447,0,0,0,0.01052148,0,0.00062149,0.00034243,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ACOAD5f_b,0.00665447,0,0,0,0.01052148,0,0.00062149,0.00034243,0,0,0.00104952,0.00039476,0,0,0,0.00000877,0.01284525
4PEPTtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNR_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD6f_b,0.00578851,0,0,0,0.0091523,0,0.00054061,0.00029787,0,0,0.00091295,0.00034318,0,0,0,0,0.01117367
ACOAD7f_b,0.00361062,0,0,0,0.00570881,0,0.00033721,0.0001858,0,0,0.00056946,0.00021403,0,0,0,0,0.00696965
ACOAD8f_b,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000038,0,0,0,0
ACOATA_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACONIs_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACONTa_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACONTb_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOTA_b,0.22547535,0.18982801,0.22679436,0.2162095,0.23295458,0.21639291,0.22265512,0.17354002,0.24609859,0.18235286,0.26849588,0.28486758,0.29605189,0.29314924,0.15437117,0.15875988,0.15801698
AGMtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSERtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGPR_b,0.22547535,0.18982801,0.22679436,0.21790584,0.23319869,0.21639291,0.22265512,0.17354002,0.24609859,0.18235286,0.26849588,0.28486758,0.29605189,0.29314924,0.15437117,0.15875988,0.15801698
ACt2rpp_b,0,0,2.04893173,0,0.000179,0.59,1.07433357,8.26,2.98,10.52,2.75,12.91,13.6,13.67,2.96,2.72,2.22
ACtex_b,0,0,2.04893173,0,0,0.59,1.07433357,8.26,2.98,10.52,2.75,12.91,13.6,13.67,2.96,2.72,2.22
AICART_b,0,0,0,0,0,-0.00000009,0,0,0,0,0,0,0,0,0,-0.00000002,0
AIRC3_b,0.29945163,0.25210893,0.30120343,0.26708521,0.30938471,0.2875095,0.29570363,0.23047412,0.32684118,0.24218109,0.35658285,0.37832821,0.39318369,0.38932869,0.20501894,0.21087659,0.20986078
AKGt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKGtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADEt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADEtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20510414,0
ADK3_b,0,0,0,0,0,0,0.02927954,0,0,0.18644713,0,0.85029876,0.42418382,0,0.13167802,0.6730523,0
ADK4_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAALAr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAALAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAGLUE_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAR_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALATA_L_b,0.37821745,0.31842165,0.35672417,0.01188822,0.39076335,0.36342209,0.3734901,0.29110025,0.41281124,0.30588271,0.45038264,0.41359701,0.49660394,0.17801128,0.23542878,0.06803991,0.26506142
ALAt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCD19_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCD2x_b,0,0,0.21670082,0.1770289,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSL1r_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSL2r_b,0,0,0,0,0,-0.00000009,0,0,0,0,0,0,0,0,0,-0.00000002,0
ALDD19xr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMANAPEr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLPI_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLULPE_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMAOTr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCBtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASO3tex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHGMtex_b,0,-0.00000006,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000006,0,0
